user, technique, session, index, phrase, rate, error, undo
myh, dwell, 4, 1, the facts get in the way, 9.01542111507, 0.0, No
myh, dwell, 4, 2, no exchange without a bill, 11.0179040942, 0.0, No
myh, dwell, 4, 3, get rid of that immediately, 10.4875175742, 0.0, No
myh, dwell, 4, 4, do not worry about this, 10.4808311115, 0.0, No
myh, dwell, 4, 5, this is a very good idea, 10.7163000564, 0.0, No
myh, dwell, 4, 6, interactions between men and women, 11.0711320232, 0.0, No
myh, dwell, 4, 7, completely sold out of that, 11.4333057167, 0.0, No
myh, dwell, 4, 8, this is too much to handle, 9.63929158857, 0.0, No
myh, dwell, 5, 1, for your information only, 10.948451043, 0.0, No
myh, dwell, 5, 2, all together in one big pile, 10.8511893061, 0.0, No
myh, dwell, 5, 3, prepare for the exam in advance, 10.7091370907, 0.0, No
myh, dwell, 5, 4, watch out for low flying objects, 10.7188937043, 0.0, No
myh, dwell, 5, 5, this leather jacket is too warm, 9.84910663552, 0.0, No
myh, dwell, 5, 6, are you sure you want this, 10.5, 0.0, No
myh, dwell, 5, 7, get aboard the ship is leaving, 11.2849834487, 0.0, No
myh, dwell, 5, 8, find a nearby parking spot, 9.80719937591, 0.0, No
myh, dwell, 6, 1, just what the doctor ordered, 10.1105845182, 0.0, No
myh, dwell, 6, 2, never mix religion and politics, 11.3350125945, 0.0, No
myh, dwell, 6, 3, that is a very odd question, 10.1616628176, 0.0, No
myh, dwell, 6, 4, a much higher risk of getting cancer, 10.3710532381, 0.0, No
myh, dwell, 6, 5, my bike has a flat tire, 10.3921096945, 0.0, No
myh, dwell, 6, 6, a quarter of a century, 10.7516177203, 0.0, No
myh, dwell, 6, 7, parking lot is full of trucks, 9.52506945363, 0.0, No
myh, dwell, 6, 8, vote according to your conscience, 11.9892510163, 0.0, No
wq, baseline, 1, 1, would you like to come to my house, 7.91248981633, 0.0, No
wq, baseline, 1, 2, we accept personal check, 8.62138863886, 0.0416666666667, No
wq, baseline, 1, 3, sing the gospel and the blues, 9.21134274511, 0.0, No
wq, baseline, 1, 4, prepare for the exam in advance, 7.83260321087, 0.0, No
wq, baseline, 1, 5, very reluctant to enter, 9.05711644055, 0.0, No
wq, baseline, 1, 6, the imagination of the nation, 10.9252205074, 0.0, No
wq, baseline, 1, 7, hands on experience with a job, 9.37954321625, 0.0, No
wq, baseline, 1, 8, the dog will bite you, 10.0991098922, 0.0, No
wq, baseline, 2, 1, reading week is just about here, 10.872671262, 0.0, No
wq, baseline, 2, 2, the assignment is due today, 6.99706680931, 0.0, No
wq, baseline, 2, 3, stiff penalty for staying out late, 10.4506387502, 0.0, No
wq, baseline, 2, 4, do you get nervous when you speak, 7.16869669112, 0.0, No
wq, baseline, 2, 5, this person is a disaster, 11.2905755057, 0.0, No
wq, baseline, 2, 6, a subject one can really enjoy, 10.2081787928, 0.0, No
wq, baseline, 2, 7, please take a bath this month, 10.1838395197, 0.0, No
wq, baseline, 2, 8, the food at this restaurant, 8.93637688198, 0.0, No
wq, baseline, 3, 1, valid until the end of the year, 12.0526459575, 0.0, No
wq, baseline, 3, 2, parking tickets can be challenged, 5.0118469693, 0.0, No
wq, baseline, 3, 3, people blow their horn a lot, 11.6165527459, 0.0, No
wq, baseline, 3, 4, do not say anything, 9.72403000268, 0.0, No
wq, baseline, 3, 5, this is too much to handle, 10.2624248644, 0.0, No
wq, baseline, 3, 6, zero in on the facts, 8.13376656937, 0.0, No
wq, baseline, 3, 7, the back yard of our house, 12.5261582968, 0.0, No
wq, baseline, 3, 8, make up a few more phrases, 10.6997736913, 0.0, No
wq, baseline, 4, 1, be home before midnight, 11.9831636551, 0.0, No
wq, baseline, 4, 2, stiff penalty for staying out late, 11.5304712583, 0.0, No
wq, baseline, 4, 3, tell a lie and your nose will grow, 8.65992938416, 0.0, No
wq, baseline, 4, 4, well connected with people, 10.412068946, 0.0, No
wq, baseline, 4, 5, physics and chemistry are hard, 12.5157449676, 0.0, Yes
wq, baseline, 4, 6, please follow the guidelines, 15.3937727058, 0.0, No
wq, baseline, 4, 7, healthy food is good for you, 12.0843805004, 0.0, No
wq, baseline, 4, 8, companies announce a merger, 8.27296177777, 0.0, No
wq, baseline, 5, 1, life is but a dream, 7.1312264521, 0.0, No
wq, baseline, 5, 2, is there any indication of this, 9.55405235743, 0.0, No
wq, baseline, 5, 3, the force is with you, 11.8788358741, 0.0, No
wq, baseline, 5, 4, if you come home late the doors are locked, 12.2886754434, 0.0, No
wq, baseline, 5, 5, the price of gas is high, 8.24387404228, 0.0, No
wq, baseline, 5, 6, beautiful paintings in the gallery, 13.5121947558, 0.0, No
wq, baseline, 5, 7, we accept personal checks, 12.0766317176, 0.0, No
wq, baseline, 5, 8, all together in one big pile, 12.0066819795, 0.0, No
wq, baseline, 6, 1, a quarter of a century, 12.5479261067, 0.0, No
wq, baseline, 6, 2, the sun rises in the east, 10.6021115872, 0.0, No
wq, baseline, 6, 3, bank transaction was not registered, 12.074393846, 0.0, No
wq, baseline, 6, 4, the winner of the race, 16.2613867349, 0.0, No
wq, baseline, 6, 5, machinery is too complicated, 15.5957579538, 0.0, No
wq, baseline, 6, 6, what a monkey sees a monkey will do, 11.3085621971, 0.0, No
wq, baseline, 6, 7, the world is a stage, 13.5593220339, 0.0, No
wq, baseline, 6, 8, do you get nervous when you speak, 13.6455525606, 0.0, No
ws, dwell, 1, 1, quit while you are ahead, 7.82518535908, 0.0, No
ws, dwell, 1, 2, a picture is worth many words, 9.60038401536, 0.0, No
ws, dwell, 1, 3, you want to eat your cake, 10.2327088539, 0.0, No
ws, dwell, 1, 4, information super highway, 11.9990087775, 0.0, No
ws, dwell, 1, 5, universally understood to be wrong, 8.53300971104, 0.0, No
ws, dwell, 1, 6, interactions between men and women, 9.23095858377, 0.0, No
ws, dwell, 1, 7, an occasional taste of chocolate, 9.70122535716, 0.0, No
ws, dwell, 1, 8, get aboard the ship is leaving, 10.5355205074, 0.0, No
ws, dwell, 2, 1, my preferred treat is chocolate, 10.8345622536, 0.0, No
ws, dwell, 2, 2, please follow the guidelines, 12.5184124984, 0.0, No
ws, dwell, 2, 3, protect your environment, 10.9252982731, 0.0, No
ws, dwell, 2, 4, important news always seems to be late, 9.6980227651, 0.0, No
ws, dwell, 2, 5, exercise is good for the mind, 10.8619811801, 0.0, No
ws, dwell, 2, 6, sign the withdrawal slip, 9.9994841536, 0.0, No
ws, dwell, 2, 7, the union will go on strike, 9.7929750242, 0.0, No
ws, dwell, 2, 8, fall is my favorite season, 8.78322404208, 0.0, No
ws, dwell, 3, 1, completely sold out of that, 10.0904853304, 0.0, No
ws, dwell, 3, 2, do not drink too much, 11.1610806552, 0.0, No
ws, dwell, 3, 3, safe to walk the streets in the evening, 9.63468486552, 0.0, No
ws, dwell, 3, 4, people blow their horn a lot, 9.28617571059, 0.0, No
ws, dwell, 3, 5, our silver anniversary is coming, 10.3469938288, 0.0, No
ws, dwell, 3, 6, well connected with people, 11.1751749158, 0.0, No
ws, dwell, 3, 7, the chamber makes important decisions, 10.491455822, 0.0, No
ws, dwell, 3, 8, a correction had to be published, 9.23313670172, 0.0, No
ws, dwell, 4, 1, vote according to your conscience, 10.0366279237, 0.0, No
ws, dwell, 4, 2, he is just like everyone else, 8.88450148075, 0.0, No
ws, dwell, 4, 3, the price of gas is high, 9.75484533436, 0.0, No
ws, dwell, 4, 4, house with new electrical panel, 10.1532386951, 0.0, No
ws, dwell, 4, 5, lie detector tests never work, 10.570452063, 0.0, No
ws, dwell, 4, 6, just like it says on the can good, 9.54361923406, 0.0, No
ws, dwell, 4, 7, question that must be answered, 11.627040322, 0.0, Yes
ws, dwell, 4, 8, sent this by registered mail, 11.1102538384, 0.0, No
ws, dwell, 5, 1, obligations must be met first, 10.7303812862, 0.0, No
ws, dwell, 5, 2, just what the doctor ordered, 11.2381472666, 0.0, No
ws, dwell, 5, 3, communicate through email, 10.8333006241, 0.0, No
ws, dwell, 5, 4, insurance is important for bad drivers, 11.3545131322, 0.0, No
ws, dwell, 5, 5, longer than a football field, 10.9568194788, 0.0, No
ws, dwell, 5, 6, apartments are too expensive, 10.1853738032, 0.0, No
ws, dwell, 5, 7, with each step forward, 9.54733888866, 0.0, No
ws, dwell, 5, 8, elections bring out the best, 11.8289727687, 0.0, No
ws, dwell, 6, 1, they might find your comment offensive, 11.0343290236, 0.0, No
ws, dwell, 6, 2, most judges are very honest, 11.2154089967, 0.0, No
ws, dwell, 6, 3, exceed the maximum speed limit, 9.8394777508, 0.0, No
ws, dwell, 6, 4, a dog is the best friend of a man, 8.88046888876, 0.0, No
ws, dwell, 6, 5, be home before midnight, 11.6799688534, 0.0, No
ws, dwell, 6, 6, sit at the front of the bus, 10.7858243451, 0.0, No
ws, dwell, 6, 7, soon we will return from the city, 11.1259915525, 0.0, No
ws, dwell, 6, 8, time to go shopping, 10.4031209363, 0.0, No
wth, baseline, 1, 1, accompanied by an adult, 8.67615283477, 0.0, No
wth, baseline, 1, 2, the registration period is over, 13.5044452132, 0.0, No
wth, baseline, 1, 3, medieval times were very hard, 8.1948629136, 0.0, Yes
wth, baseline, 1, 4, construction makes traveling difficult, 8.65160600586, 0.0, No
wth, baseline, 1, 5, gas bills are sent monthly, 11.1315376701, 0.0, No
wth, baseline, 1, 6, the trains are always late, 13.2322867797, 0.0, No
wth, baseline, 1, 7, this watch is too expensive, 8.98639342821, 0.0, No
wth, baseline, 1, 8, you should visit a doctor, 13.1561773996, 0.0, No
wth, baseline, 2, 1, a correction had to be published, 13.5786429739, 0.0, No
wth, baseline, 2, 2, important for political parties, 13.900438112, 0.0, No
wth, baseline, 2, 3, the library is closed today, 9.14149443561, 0.0, Yes
wth, baseline, 2, 4, very reluctant to enter, 9.86063633973, 0.0, No
wth, baseline, 2, 5, life is but a dream, 13.7946890447, 0.0, No
wth, baseline, 2, 6, this equation is too complicated, 12.548457212, 0.0, No
wth, baseline, 2, 7, reading week is just about here, 15.6305577404, 0.0, No
wth, baseline, 2, 8, quit while you are ahead, 16.0146266924, 0.0, No
wth, baseline, 3, 1, sharp cheese keeps the mind sharp, 13.4876383386, 0.0, No
wth, baseline, 3, 2, this phenomenon will never occur, 14.927826624, 0.0, No
wth, baseline, 3, 3, a picture is worth many words, 13.2272094722, 0.0, No
wth, baseline, 3, 4, the postal service is very slow, 14.4402995436, 0.0, No
wth, baseline, 3, 5, lie detector tests never work, 17.31321922, 0.0, No
wth, baseline, 3, 6, interactions between men and women, 12.9323351487, 0.0, No
wth, baseline, 3, 7, the fourth edition was better, 15.2203140458, 0.0, No
wth, baseline, 3, 8, express delivery is very fast, 13.6985675864, 0.0, No
wth, baseline, 4, 1, well connected with people, 15.4302869698, 0.0, No
wth, baseline, 4, 2, on the way to the cottage, 11.9958014695, 0.0, No
wth, baseline, 4, 3, the protesters blocked all traffic, 16.1340922332, 0.0, No
wth, baseline, 4, 4, did you see that spectacular explosion, 15.1202749141, 0.0, No
wth, baseline, 4, 5, make up a few more phrases, 8.82229379639, 0.0, No
wth, baseline, 4, 6, teaching services will help, 18.132594598, 0.0, No
wth, baseline, 4, 7, safe to walk the streets in the evening, 11.3656544131, 0.0, No
wth, baseline, 4, 8, jumping right out of the water, 16.6620383227, 0.0, No
wth, baseline, 5, 1, sit at the front of the bus, 17.1744019628, 0.0, No
wth, baseline, 5, 2, every apple from every tree, 17.5751400917, 0.0, No
wth, baseline, 5, 3, the winners of the race, 18.7886279357, 0.0434782608696, No
wth, baseline, 5, 4, insurance is important for bad drivers, 18.4727340579, 0.0, No
wth, baseline, 5, 5, the bathroom is good for reading, 17.5743111304, 0.0, No
wth, baseline, 5, 6, cell for more details, 15.223060117, 0.047619047619, No
wth, baseline, 5, 7, sing the gospel and the blues, 14.0330361058, 0.0, No
wth, baseline, 5, 8, tickets are very expensive, 15.4319261951, 0.0, No
wth, baseline, 6, 1, take a coffee break, 13.1624048811, 0.0, No
wth, baseline, 6, 2, the elevator door appears to be stuck, 18.056499369, 0.0, No
wth, baseline, 6, 3, my preferred treat is chocolate, 19.2068290948, 0.0, No
wth, baseline, 6, 4, superman never wore a madk, 17.0520604573, 0.0384615384615, No
wth, baseline, 6, 5, call for more details, 20.7155098749, 0.0, No
wth, baseline, 6, 6, gas bills are sent monthly, 23.0130538061, 0.0, No
wth, baseline, 6, 7, olympic athletes use drugs, 16.8862180928, 0.0, No
wth, baseline, 6, 8, every apple from every tree, 18.3971790992, 0.0, No
wyh, dwell, 1, 1, the chamber makes important decisions, 8.23271130626, 0.0, No
wyh, dwell, 1, 2, you have my sympathy, 7.13000017475, 0.0, No
wyh, dwell, 1, 3, physics and chemistry are hard, 9.20774985613, 0.0, No
wyh, dwell, 1, 4, can we play cards tonight, 9.24417836862, 0.0, No
wyh, dwell, 1, 5, get rid of that immediately, 8.84365948066, 0.0, No
wyh, dwell, 1, 6, would you like to come to my house, 7.05959254821, 0.0, No
wyh, dwell, 1, 7, destruction of the rain forest, 7.57055539244, 0.0, No
wyh, dwell, 1, 8, a quarter of a century , 6.86017004329, 0.0434782608696, No
wyh, dwell, 2, 1, would population is growing, 9.42278875285, 0.037037037037, No
wyh, dwell, 2, 2, a subject one can really enjoy, 8.4500377435, 0.0, No
wyh, dwell, 2, 3, breathing is difficult, 9.68945303038, 0.0, No
wyh, dwell, 2, 4, the winner of the race, 9.51194056799, 0.0, No
wyh, dwell, 2, 5, an offer you cannot refuse, 8.67419525482, 0.0, No
wyh, dwell, 2, 6, house with new electrical panel, 8.04802984726, 0.0, No
wyh, dwell, 2, 7, the algorithm is too complicated, 8.74785859711, 0.0, No
wyh, dwell, 2, 8, apartments are too expensive, 6.56384763997, 0.0, No
wyh, dwell, 3, 1, take a coffee break, 7.85999385938, 0.0, No
wyh, dwell, 3, 2, the registration period is over, 9.80804683645, 0.0, No
wyh, dwell, 3, 3, frequently asked questions, 11.5020567914, 0.0, No
wyh, dwell, 3, 4, this system of taxation, 10.206598566, 0.0, No
wyh, dwell, 3, 5, a little encouragement is needed, 10.4445135219, 0.0, No
wyh, dwell, 3, 6, want to join us for lunch, 7.20136825997, 0.0, No
wyh, dwell, 3, 7, rapidly runnint short on words, 10.2097581727, 0.0333333333333, No
wyh, dwell, 3, 8, this is a non profit organization, 9.32142262664, 0.0, No
wyh, dwell, 4, 1, where can my little dog be, 7.58693361433, 0.0, No
wyh, dwell, 4, 2, prevailing wind from the east, 9.90818416012, 0.0, No
wyh, dwell, 4, 3, on the way to the cottage, 6.32661130882, 0.0, No
wyh, dwell, 4, 4, the objective of the exercise, 6.69687702301, 0.0, No
wyh, dwell, 4, 5, healthy food is good for you, 9.78168415084, 0.0, No
wyh, dwell, 4, 6, do you get nervours when you speak, 10.2379719065, 0.0294117647059, No
wyh, dwell, 4, 7, machinery is too complicated, 10.3896103896, 0.0, Yes
wyh, dwell, 4, 8, do not drink the water, 9.16341422026, 0.0, No
wyh, dwell, 5, 1, rent is paid at the beginning of the month, 9.82729966038, 0.0, No
wyh, dwell, 5, 2, teaching services will help, 11.9304059652, 0.0, No
